STATE_CODE_001,STRUCTURE_NUMBER_008,RECORD_TYPE_005A,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,DIRECTION_005E,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,FEATURES_DESC_006A,CRITICAL_FACILITY_006B,FACILITY_CARRIED_007,LOCATION_009,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,WORK_DONE_BY_075B,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,YEAR_OF_IMP_097,OTHER_STATE_CODE_098A,OTHER_STATE_PCNT_098B,OTHR_STATE_STRUC_NO_099,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,TEMP_STRUCTURE_103,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,BRIDGE_LEN_IND_112,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,MIN_NAV_CLR_MT_116,FED_AGENCY,SUBMITTED_BY,BRIDGE_CONDITION,LOWEST_RATING,DECK_AREA
02,           0441,1,3,1,00785,0,02,240,13450,'MOSQUITO FORK',,'TAYLOR HIGHWAY','MILE POINT 63.2',99.99,101.637,1,0025000000,0,64035760,141594560,199,3,01,01,06,1977,2,0,138,2018,5,8.5,0,20,0,0,0,1,0,5,0,0,0,A,1,5,5,04,0,00,2,0,8.5,32.9,66.8,0,0,8.5,8.8,99.99,N,0,N,99.9,0,8,7,6,8,N,1,88.2,1,38.4,6,6,N,5,9,6,,,0,719,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,9,1,0,8,28,0,1,Y,8,300,2035,0,N,02,F,6,587.84
02,           0442,1,3,1,00785,0,02,240,13450,'WEST FORK DENNISON RIVER',,'TAYLOR HIGHWAY','MILE POINT 48.1',99.99,77.326,1,0025000000,0,63532500,142140600,199,3,01,01,06,1977,2,0,138,2018,5,8.5,0,0,0,0,1,1,0,5,0,0,0,A,1,5,5,04,0,00,2,0,8.5,33.2,57.6,0,0,8.7,8.8,99.99,N,0,N,99.9,0,7,7,5,8,N,1,88.2,1,38.8,5,6,N,5,9,7,,,0,719,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,9,1,0,8,28,0,1,Y,7,300,2035,0,N,02,F,5,506.88
02,           0444,1,3,1,NSP00,0,03,105,30940,'SALMON RIVER',,'GUSTAVUS AIRPORT R','MILE POINT 1.5',99.99,2.353,0,,,58244536,135441680,199,3,01,01,07,1976,2,0,932,2018,5,8.8,0,0,0,1,1,1,0,5,0,0,0,A,1,5,4,02,0,00,3,0,7.3,16.2,48.2,0,0,7.5,7.8,99.99,N,0,N,99.9,0,7,5,4,7,N,1,66.2,1,36.1,4,4,N,5,8,8,,,0,519,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,8,7,0,9,8,0,1,Y,3,1100,2035,0,N,02,P,4,375.96
02,           0445,1,8,0,NSP00,0,03,105,30940,'GOOD RIVER',,'GOOD RIVER ROAD','MILE POINT 0.1',99.99,0.063,0,,,58244500,135461956,199,3,04,04,09,1984,1,0,10,2018,5,4.9,0,0,0,0,0,1,0,5,0,0,0,A,5,5,7,02,0,00,3,0,4.3,7.6,23.4,0,0,4.3,4.7,99.99,N,0,N,99.9,0,6,6,6,5,N,1,46.2,1,33.7,6,6,N,5,7,4,,,0,519,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,3,,0,0,0,8,7,0,0,1,0,1,Y,8,12,2035,0,N,02,F,6,109.98
02,           0446,1,5,2,00000,0,03,130,38970,'WATER ST NO 2',,'WATER STREET','MILE POINT 0.2',99.99,0.24,0,,,55204900,131394000,3,3,04,04,19,2018,1,0,650,2018,A,5.8,0,0,0,0,0,0,0,5,0,0,0,A,5,0,5,01,0,00,53,0,5.8,5.8,213.4,0,1.2,5.8,7.8,99.99,N,0,N,99.9,0,9,9,9,N,N,1,99.9,1,45.1,9,2,N,5,N,6,,,,619,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,3,,0,0,0,2,6,2,1,5,0,,Y,N,1000,2035,0,N,02,G,9,1664.52
02,           0453,1,3,1,00919,0,03,130,38970,'DUNTON ST VIADUCT',,'YOUNG ST/SAYLES ST','MILE POINT 0.1',99.99,0.05,0,,,55204500,131392200,3,3,04,04,19,1979,1,0,565,2018,4,4.6,0,0,0,0,0,0,0,5,0,0,0,P,5,0,5,01,0,00,28,0,4.3,6.1,164.6,0,0,4.1,4.3,99.99,N,0,N,99.9,0,5,6,6,N,N,2,15.3,2,3.1,3,2,N,0,N,5,,,0,619,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,3,T,0,0,0,9,1,0,0,5,0,1,Y,N,750,2035,0,N,02,F,5,707.78
02,           0455,1,3,1,00527,0,01,020,03000,'ANCHORAGE PORT ACCESS',,'LOOP RD/C STREET','MILE POINT 0.6',5.33,0.917,1,0013434100,0,61132378,149530630,2,3,01,01,14,1975,4,8,12801,2018,5,14.6,2,99,1,1,0,0,N,5,0,0,0,A,1,8,4,02,0,00,19,0,13.4,46,809.2,1.5,0,18.3,21.3,99.99,R,4.98,H,8.5,2.7,6,7,6,8,N,1,33.9,1,31,6,5,3,5,9,7,,,0,819,24,Y24,N  ,N  ,0520,,,0,0,0,,,,               ,0,N,2,,1,0,0,1,1,0,0,47,0,1,Y,8,15918,2035,0,N,02,F,6,17235.96
02,           0460,1,3,1,00064,0,04,180,54920,'NOME RIVER',,'IRR:NOME-TAYLOR RD','MILE POINT13.2',3.55,21.187,0,,,64384928,165173313,199,3,01,01,07,1973,2,0,188,2018,6,9.1,0,0,0,0,0,1,0,5,0,0,0,A,1,5,7,02,0,00,3,0,3.4,18.3,55,0,0,8.5,8.8,99.99,N,0,N,99.9,0,7,8,6,7,N,1,57.6,1,25.1,6,6,N,5,8,8,,,0,820,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,1,0,8,7,0,0,8,0,1,Y,8,300,2035,0,N,02,F,6,484
02,           0461,1,3,1,NSP00,0,01,290,46060,'OTTER CREEK',,'HAPPY CREEK ROAD','MILE POINT 7.2  FLAT',99.99,11.585,0,,,62271434,158003932,199,3,01,01,09,1947,1,0,10,2018,0,3,0,0,0,0,0,0,0,5,0,0,0,P,1,5,3,02,0,00,1,0,4,15.2,15.8,0,0,4,4.1,99.99,N,0,N,99.9,0,6,5,4,4,N,2,16.8,2,9,2,5,N,0,6,6,31,1,0,720,24,N  ,N  ,N  ,,,,152,0,181,,,,               ,0,N,3,T,0,0,0,8,7,0,0,1,0,1,Y,3,12,2035,0,N,02,P,4,64.78
02,           0462,1,3,1,00261,0,01,290,46010,'TATALINA RIVER',,'STERLING L/OPHIR','MILE POINT 12.5',99.99,20.101,0,,,62530374,155563592,199,3,01,01,08,1947,1,0,45,2018,0,3.7,0,0,0,0,0,0,0,5,0,0,0,P,1,5,3,10,0,00,1,0,3.4,18.3,18.6,0,0,3.7,3.7,99.99,N,0,N,99.9,0,6,5,5,7,N,1,16.7,1,12.5,4,4,N,0,7,5,,,0,720,24,Y24,N  ,N  ,0720,,,0,0,0,,,,               ,0,N,3,,0,0,0,8,7,0,0,6,0,1,Y,3,70,2035,0,N,02,F,5,68.82
02,           0463,1,3,1,00261,0,01,290,46010,'TAKOTNA RIVER',,'STERLING L/OPHIR','MILE POINT 21.8',4.58,35.148,0,,,62580568,156052993,199,3,01,01,08,1941,1,0,45,2018,0,3.7,0,0,0,0,0,0,0,5,0,0,0,P,1,5,3,10,0,00,1,0,3.4,76.2,77.7,0,0,4,4.3,4.57,N,0,N,99.9,0,6,3,2,8,N,1,15.3,1,11.5,2,5,N,0,8,6,,,0,720,24,Y24,N  ,N  ,0819,,,0,0,0,,,,               ,0,N,3,,0,0,0,8,7,0,0,6,0,1,Y,U,70,2035,0,N,02,P,2,334.11
02,           0464,1,3,1,NSP00,0,01,290,46010,'YANKEE CREEK',,'STERLING L/OPHIR','MILE POINT 35.2',99.99,56.601,0,,,63034657,156203402,199,3,01,01,08,1937,1,0,45,2018,0,3.7,0,0,0,0,0,0,0,5,0,0,0,P,1,5,3,02,0,00,1,0,3.4,13,13.6,0,0,4.3,4.6,99.99,N,0,N,99.9,0,6,6,6,6,N,2,17.5,2,8.9,3,6,N,0,7,6,,,0,720,24,Y24,N  ,N  ,0720,,,0,0,0,,,,               ,0,N,3,,0,0,0,8,7,0,0,6,0,1,Y,3,70,2035,0,N,02,F,6,62.56
02,           0466,1,3,1,NSP00,0,01,290,46010,'CALIFORNIA CREEK',,'STERLING L/OPHIR','MILE POINT 37.1',99.99,59.691,0,,,63044202,156230413,199,3,01,01,08,1937,1,0,45,2018,0,3.7,0,0,0,0,0,0,0,5,0,0,0,P,1,5,3,02,0,00,1,0,3.4,13,13.6,0,0,3.7,3.7,99.99,N,0,N,99.9,0,6,6,4,5,N,1,25.3,1,11.6,4,4,N,0,7,6,,,0,720,24,Y24,N  ,N  ,0720,,,0,0,0,,,,               ,0,N,3,,0,0,0,8,7,0,0,6,0,1,Y,3,70,2035,0,N,02,P,4,50.32
02,           0467,1,3,1,NSP00,0,01,290,46010,'GANES CREEK',,'STERLING L/OPHIR','MILE POINT 37.1',99.99,59.691,0,,,63052182,156255744,199,3,01,01,08,1937,1,0,45,2018,0,3.7,0,0,0,0,0,0,0,5,0,0,0,P,1,5,3,10,3,02,1,1,3.4,30.5,36.6,0,0,3.4,3.7,99.99,N,0,N,99.9,0,8,5,5,7,N,1,17.1,1,12.8,4,3,N,1,7,6,35,1,0,720,24,Y24,N  ,N  ,0720,,,350,0,417,,,,               ,0,N,3,,0,0,0,8,7,0,0,6,0,1,Y,3,70,2035,0,N,02,F,5,135.42
02,           0470,1,3,1,00391,0,03,150,40950,'SMALL CREEK',,'CHINIAK HIGHWAY','MILE POINT 8.2',99.99,13.166,0,,,57391644,152311461,199,3,01,01,07,1974,2,0,678,2018,5,10.1,0,0,0,1,1,1,0,5,0,0,0,A,1,5,5,04,0,00,2,0,7.2,9.4,19.2,0,0,7.3,8.5,99.99,N,0,N,99.9,0,7,6,7,5,N,1,84.2,1,38.6,6,4,N,5,7,8,,,0,920,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,9,6,2,0,15,0,1,Y,3,800,2035,0,N,02,F,6,163.2
02,           0473,1,3,1,NSP00,0,01,290,46010,'GOLD CREEK',,'IRR: AIRFIELD RD','MILE POINT 1.1',99.99,1.77,0,,,62591424,156040635,199,3,01,01,08,1972,1,0,86,2018,3,3.7,0,0,0,0,0,0,0,5,0,0,0,P,1,5,3,02,0,00,1,0,4.8,8.8,9.4,0,0,4.8,4.9,99.99,N,0,N,0,0,6,5,4,6,N,2,17,2,9.4,3,8,N,1,9,6,,,0,720,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,3,,0,1,0,8,7,0,0,6,0,,Y,3,120,2035,0,N,02,P,4,46.06
02,           0478,1,3,1,00647,0,02,090,24230,'GOLDSTREAM CREEK',,'GOLDSTREAM ROAD','MILE POINT 1.0',99.99,1.527,0,,,64565082,147402812,32,3,01,01,07,1972,2,0,909,2018,5,10.4,0,55,0,0,1,1,0,5,0,0,0,A,1,5,3,02,0,00,2,0,8.5,16.7,34.5,0,0,10.4,10.7,99.99,N,0,N,99.9,0,7,7,7,8,N,1,65.1,1,30,7,6,N,5,7,8,,,0,820,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,1,1,0,0,13,0,1,Y,8,1300,2035,0,N,02,G,7,369.15
02,           0481,1,3,1,00924,0,03,198,40400,'HARRIS RIVER',,'CRAIG/KLAWOCK/HOLL','MILE POINT 19.4',99.99,31.262,0,,,55280500,132512500,199,3,01,01,07,1969,2,0,309,2018,6,8.5,0,25,0,1,1,1,1,5,0,0,0,A,1,5,3,02,0,00,1,0,8.5,23.8,24.7,0,0,8.6,9.1,99.99,N,0,N,99.9,0,7,6,6,8,N,1,85.4,1,39.4,6,6,N,5,9,7,,,0,719,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,1,1,0,0,28,0,1,Y,8,800,2035,0,N,02,F,6,224.77
02,           0482,1,3,1,00924,0,03,198,32810,'MAYBESO CREEK',,'CRAIG/KLAWOCK/HOLL','MILE POINT 28.2',99.99,45.421,0,,,55291356,132400696,199,3,01,01,07,1985,2,0,163,2018,6,8.8,0,16,0,0,0,1,0,5,0,0,0,A,1,5,4,02,0,00,3,0,8.5,38.1,96.6,0,0,8.5,8.8,99.99,N,0,N,99.9,0,6,7,7,8,N,1,99.9,1,46.2,7,6,N,5,9,6,,,0,719,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,1,1,0,0,11,0,1,Y,8,400,2035,0,N,02,F,6,850.08
02,           0484,1,3,1,NSP00,0,03,122,38420,'CHINKELYES CREEK',,'WILLIAMSPORT/PILE','MILE POINT 3.5',99.99,5.633,0,,,59421371,153424333,199,3,01,01,08,2002,1,0,20,2018,0,3.7,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,10,3,02,1,2,3.9,42.7,42.7,0,0,4.2,4.8,99.99,N,0,N,99.9,0,6,7,5,8,N,2,46.1,2,28.6,5,5,N,5,7,6,,,0,720,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,3,,0,0,0,8,0,0,0,24,0,1,Y,3,30,2035,0,N,02,F,5,204.96
02,           0485,1,3,1,NSP00,0,01,290,46010,'SPRUCE CREEK',,'STERLING L/OPHIR','MILE POINT 42.2',99.99,67.834,0,,,63071396,156291372,199,3,01,01,08,1964,1,0,45,2018,5,3.7,0,0,0,0,0,0,0,5,0,0,0,P,1,5,7,02,0,00,1,0,3.4,7,8.8,0,0,3.8,4.1,99.99,N,0,N,99.9,0,6,5,4,6,N,2,24.1,2,16.3,4,4,N,1,6,6,,,0,720,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,3,,0,0,1978,8,7,0,0,6,0,1,Y,3,70,2035,0,N,02,P,4,36.08
02,           0496,1,3,1,00580,0,01,170,58660,'LITTLE SUSITNA RIVER',,'FISHHOOK/PALMER RD','MILE POINT 8.5',99.99,13.641,0,,,61423656,149135406,117,3,01,01,07,1991,2,0,902,2018,6,11.7,0,45,0,1,1,1,0,5,0,0,0,A,1,5,5,04,0,00,1,0,11.5,36,36.6,0,1.8,11.6,14.3,99.99,N,0,N,99.9,0,7,7,7,8,N,1,87.7,1,40.4,7,7,N,5,5,6,,,0,620,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,9,6,0,1,5,0,1,Y,8,950,2035,0,N,02,G,7,523.38
02,           0501,1,1,1,00A11,0,02,240,76590,'SCOTTIE CREEK',,'ALASKA HIGHWAY','MILE POINT 2.0',4.72,3.14,1,0018000000,0,62381935,141014421,199,3,01,01,01,1995,2,0,321,2018,9,11,0,0,0,1,1,1,0,5,0,0,0,A,1,5,5,04,0,00,1,0,7.2,37.8,38.3,0,0,11,11.9,99.99,N,0,N,99.9,0,8,7,6,8,N,1,80.8,1,39.2,6,8,N,5,8,9,,,0,720,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,1,N,2,,1,0,0,9,6,2,1,25,0,1,Y,8,575,2035,0,N,02,F,6,455.77
02,           0503,1,1,1,00A11,0,02,240,76590,'GARDINER CREEK',,'ALASKA HIGHWAY','MILE POINT 24.2',4.72,38.883,1,0018000000,0,62511304,141273501,199,3,01,01,01,1983,2,0,321,2018,5,11,0,0,0,0,1,1,0,5,0,0,0,A,1,5,5,04,0,00,1,0,7.2,35.7,36.3,0,0,11,11.3,99.99,N,0,N,99.9,0,7,7,6,7,N,1,87.7,1,40.4,6,8,N,5,8,8,,,0,720,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,1,N,2,,1,0,0,9,6,8,8,25,0,1,Y,8,480,2035,0,N,02,F,6,410.19
02,           0504,1,1,1,00A11,0,02,240,56240,'BEAVER CREEK',,'ALASKA HIGHWAY','MILE POINT 44.9',4.72,72.277,1,0018000000,0,63030923,141511260,199,3,01,01,01,1986,2,0,385,2018,6,11,0,0,0,1,1,1,0,5,0,0,0,A,1,5,5,04,0,00,1,0,7.2,23.8,24.3,0,0,10.4,11.3,99.99,N,0,N,99.9,0,7,7,5,5,N,1,98.5,1,42.7,5,7,N,5,8,8,,,0,720,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,1,N,2,,1,0,0,9,6,0,1,28,0,1,Y,8,672,2035,0,N,02,F,5,274.59
02,           0505,1,1,1,00A11,0,02,240,77800,'TANANA RIVER',,'ALASKA HIGHWAY','MILE POINT 79.1',4.72,127.362,1,0018000000,0,63190178,142384876,199,3,01,01,01,2010,2,0,508,2018,A,12.2,0,0,0,1,1,1,1,5,0,0,0,A,1,5,5,04,0,00,6,0,7.2,45.7,275.1,0,0,12.2,13.1,99.99,N,0,N,99.9,0,9,8,8,9,N,1,87.7,1,40.4,8,8,N,5,8,6,,,,720,24,N  ,Y60,N  ,,0920,,,,,,,,_              ,1,N,2,,1,0,0,9,6,2,1,28,0,1,Y,8,1000,2035,0,N,02,G,8,3603.81
02,           0506,1,3,1,00A11,0,02,240,77800,'TOK RIVER',,'ALASKA HIGHWAY','MILE POINT 85.2',99.99,137.116,1,0018000000,0,63192998,142500993,199,3,01,01,01,2019,2,0,593,2018,A,12.2,0,30,0,1,1,1,1,5,0,0,0,A,1,5,5,04,0,00,3,0,7.3,36.6,109.7,0,0,12.2,13.1,99.99,N,0,N,99.9,0,8,8,9,8,N,1,87.7,1,40.4,8,8,N,5,9,9,,,,720,24,N  ,N  ,N  ,,,,,,,,,,_              ,1,N,2,,1,0,0,9,6,2,1,12,0,1,Y,8,1000,2035,0,N,02,G,8,1437.07
02,           0507,1,1,1,00A21,0,02,240,77800,'YERRICK CREEK',,'ALASKA HIGHWAY','MILE POINT 109.5',4.72,176.263,1,0018000000,0,63225752,143354670,199,3,01,01,01,1985,2,0,278,2018,5,11.3,0,0,0,0,0,1,0,5,0,0,0,A,1,5,5,04,0,00,2,0,7.2,30.5,61.6,0,0,11,11.3,99.99,N,0,N,99.9,0,7,6,6,5,N,1,81.6,1,39.8,6,8,N,5,7,8,,,0,720,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,1,N,2,,1,0,0,9,6,0,8,28,0,1,Y,8,600,2035,0,N,02,F,6,696.08
02,           0508,1,1,1,00A21,0,02,240,77800,'CATHEDRAL RAPIDS NO 1',,'ALASKA HIGHWAY','MILE POINT 114.1',4.72,183.557,1,0018000000,0,63230937,143441156,199,3,01,01,01,1985,2,0,278,2018,5,11,0,0,0,0,0,1,0,5,0,0,0,A,1,5,5,04,0,00,1,0,7.2,20.1,20.7,0,0,11.2,11.6,99.99,N,0,N,99.9,0,7,7,8,7,N,1,75.2,1,34.4,7,9,N,5,6,8,,,0,720,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,1,N,2,,1,0,0,9,6,0,8,28,0,1,Y,8,600,2035,0,N,02,G,7,240.12
02,           0509,1,1,1,00A21,0,02,240,77800,'ROBERTSON RIVER',,'ALASKA HIGHWAY','MILE POINT 123.2',4.72,198.252,1,0018000000,0,63294987,143500191,199,3,01,01,01,1944,2,0,278,2018,3,10.7,0,0,0,1,1,1,1,5,0,0,0,A,1,5,3,09,3,02,9,3,7.2,61,603.2,0,0,7.2,8.5,99.99,N,0,N,99.9,0,6,7,6,7,N,1,51.1,1,27.8,6,4,N,5,9,6,31,1,0,720,24,Y24,N  ,N  ,0719,,,9759,0,11618,,,,               ,1,N,2,,1,0,0,1,1,0,0,28,0,1,Y,8,600,2035,0,N,02,F,6,5127.2
02,           0510,1,1,1,00A21,0,02,240,77800,'CATHEDRAL RAPIDS NO 2',,'ALASKA HIGHWAY','MILE POINT 114.6',4.72,184.429,1,0018000000,0,63231412,143451314,199,3,01,01,01,1985,2,0,278,2018,5,11,0,0,0,0,0,1,0,5,0,0,0,A,1,5,5,04,0,00,1,0,7.2,20.1,20.7,0,0,10.9,11.2,99.99,N,0,N,99.9,0,8,8,8,8,N,1,75.2,1,34.4,8,7,N,5,6,8,,,0,720,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,1,N,2,,1,0,0,9,6,0,8,28,0,1,Y,8,600,2035,0,N,02,G,8,231.84
02,           0511,1,1,1,00A21,0,02,240,77800,'CATHEDRAL RAPIDS NO 3',,'ALASKA HIGHWAY','MILE POINT 114.9',4.72,184.935,1,0018000000,0,63231689,143454910,199,3,01,01,01,1985,2,0,278,2018,5,11,0,0,0,0,0,1,0,5,0,0,0,A,1,5,5,04,0,00,1,0,7.2,20.1,20.7,0,0,10.9,11.2,99.99,N,0,N,99.9,0,8,8,8,8,N,1,75.2,1,34.4,8,7,N,5,6,8,,,0,720,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,1,N,2,,1,0,0,9,6,0,8,28,0,1,Y,8,600,2035,0,N,02,G,8,231.84
02,           0513,1,1,1,00A21,0,02,240,77800,'BEAR CREEK',,'ALASKA HIGHWAY','MILE POINT 133.2',4.72,214.363,1,0018000000,0,63365410,143591036,199,3,01,01,01,1985,2,0,278,2018,5,11,0,0,0,0,0,1,0,5,0,0,0,A,1,5,5,04,0,00,1,0,7.2,16.8,16.8,0,0,11,11.3,99.99,N,0,N,99.9,0,7,7,7,6,N,1,99.9,1,48.2,7,8,N,5,6,8,,,0,720,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,1,N,2,,1,0,0,9,6,2,8,28,0,1,Y,8,600,2035,0,N,02,G,7,189.84
02,           0514,1,1,1,00A21,0,02,240,77800,'CHIEF CREEK',,'ALASKA HIGHWAY','MILE POINT 134.6',4.72,216.579,1,0018000000,0,63375052,144004931,199,3,01,01,01,1985,2,0,238,2018,5,11.3,0,0,0,0,0,1,0,5,0,0,0,A,1,5,5,04,0,00,1,0,7.2,12.2,12.5,0,0,9.8,11.2,99.99,N,0,N,99.9,0,7,6,8,8,N,1,89.9,1,41.5,6,7,N,5,6,8,,,0,720,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,1,N,2,,1,0,0,9,6,2,8,22,0,1,Y,8,600,2035,0,N,02,F,6,140
02,           0515,1,1,1,00A21,0,02,240,18620,'BERRY CREEK',,'ALASKA HIGHWAY','MILE POINT 147.3',4.72,237.045,1,0018000000,0,63413205,144221104,199,3,01,01,01,1990,2,0,238,2018,9,11,0,0,0,1,1,1,0,5,0,0,0,A,1,5,5,04,0,00,1,0,7.2,27,27.4,0.5,0.5,11,11.6,99.99,N,0,N,99.9,0,8,8,8,7,N,1,93.7,1,44.8,8,8,N,5,9,9,,,0,720,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,1,N,2,,1,0,0,9,6,8,1,22,0,1,Y,8,600,2035,0,N,02,G,8,317.84
02,           0516,1,1,1,00A21,0,02,240,18620,'SEARS CREEK',,'ALASKA HIGHWAY','MILE POINT 150.2',4.72,241.746,1,0018000000,0,63411443,144274844,199,3,01,01,01,1982,2,0,238,2018,5,11,0,0,0,1,1,1,0,5,0,0,0,A,1,5,5,04,0,00,1,0,7.2,7.3,7.9,0,0,10.8,11.3,99.99,N,0,N,99.9,0,7,7,6,8,N,1,99.9,1,46.9,6,7,N,5,6,6,,,0,720,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,1,N,2,,1,0,0,9,6,2,8,22,0,1,Y,8,600,2035,0,N,02,F,6,89.27
02,           0517,1,1,1,00A21,0,02,240,18620,'DRY CREEK',,'ALASKA HIGHWAY','MILE POINT 153.8',4.72,247.538,1,0018000000,0,63412995,144342366,199,3,01,01,01,1957,2,0,238,2018,5,11,0,0,0,1,1,1,0,5,0,0,0,A,1,5,3,02,0,00,1,0,7.2,12.2,12.8,0,0.2,11.1,11.3,99.99,N,0,N,99.9,0,8,6,5,6,N,1,50.5,1,23.3,5,9,N,5,6,8,,,0,720,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,1,N,2,,1,0,1977,1,6,0,8,22,0,1,Y,5,600,2035,0,N,02,F,5,144.64
02,           0518,1,1,1,00A22,0,02,240,18620,'JOHNSON RIVER',,'ALASKA HIGHWAY','MILE POINT 156.1',4.75,251.211,1,0018000000,0,63421359,144382973,199,3,01,01,01,1944,2,0,262,2018,4,11,0,0,0,1,1,1,0,5,0,0,0,A,1,5,3,10,0,00,5,0,7.2,61,297,0,0,7.5,8.2,4.74,N,0,N,99.9,0,4,5,5,7,N,1,51.3,1,25.7,5,4,N,5,8,6,,,0,720,24,Y24,Y60,N  ,0719,0720,,0,0,0,,,,               ,1,N,2,,1,0,1952,8,6,0,9,28,0,1,Y,3,800,2035,0,N,02,P,4,2435.4
02,           0519,1,1,1,00A22,0,02,240,18620,'LITTLE GERSTLE RIVER',,'ALASKA HIGHWAY','MILE POINT 164.1',4.72,264.006,1,0018000000,0,63471443,144473616,199,3,01,01,01,1999,2,0,262,2018,9,11,0,20,0,1,1,1,0,5,0,0,0,A,1,5,5,04,0,00,2,0,7.2,29.9,61,0,0,11,11.9,99.99,N,0,N,99.9,0,8,8,6,8,N,1,92.4,1,42.6,6,8,N,5,8,8,,,0,720,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,1,N,2,,1,0,0,9,6,2,1,28,0,1,Y,8,800,2035,0,N,02,F,6,725.9
